Product ID,Features,Mutation Operator,Mutation Element,Mutant ID,Is Mutant Valid?,Is Fault Detected?
1,P01: <b, d, w, cw, tl>,Edge Omitter,select deposit/d-enter deposit amount/d,1,true,true
1,P01: <b, d, w, cw, tl>,Edge Omitter,enter deposit amount/d-put money/d,2,true,true
1,P01: <b, d, w, cw, tl>,Edge Omitter,get balance/b-select deposit/d,3,true,true
1,P01: <b, d, w, cw, tl>,Edge Omitter,select withdraw/w-enter withdraw amount/w,4,true,true
1,P01: <b, d, w, cw, tl>,Edge Omitter,enter withdraw amount/w-take money/w,5,true,true
1,P01: <b, d, w, cw, tl>,Edge Omitter,get balance/b-select withdraw/w,6,true,true
1,P01: <b, d, w, cw, tl>,Edge Omitter,take money/w-get balance/b,7,true,true
1,P01: <b, d, w, cw, tl>,Edge Omitter,put money/d-get balance/b,8,true,true
1,P01: <b, d, w, cw, tl>,Edge Omitter,select withdraw/w-cancel withdraw/cw,9,true,false
1,P01: <b, d, w, cw, tl>,Edge Omitter,open account/b-select currency/b,10,true,true
1,P01: <b, d, w, cw, tl>,Edge Omitter,select currency/b-TL/tl,11,true,true
1,P01: <b, d, w, cw, tl>,Edge Omitter,TL/tl-confirm account openning/b,12,true,true
2,P02: <b, d, w, cw, dl, tl>,Edge Omitter,select deposit/d-enter deposit amount/d,1,true,true
2,P02: <b, d, w, cw, dl, tl>,Edge Omitter,enter deposit amount/d-put money/d,2,true,true
2,P02: <b, d, w, cw, dl, tl>,Edge Omitter,get balance/b-select deposit/d,3,true,true
2,P02: <b, d, w, cw, dl, tl>,Edge Omitter,select withdraw/w-enter withdraw amount/w,4,true,true
2,P02: <b, d, w, cw, dl, tl>,Edge Omitter,enter withdraw amount/w-take money/w,5,true,true
2,P02: <b, d, w, cw, dl, tl>,Edge Omitter,get balance/b-select withdraw/w,6,true,true
2,P02: <b, d, w, cw, dl, tl>,Edge Omitter,take money/w-get balance/b,7,true,true
2,P02: <b, d, w, cw, dl, tl>,Edge Omitter,put money/d-get balance/b,8,true,true
2,P02: <b, d, w, cw, dl, tl>,Edge Omitter,select withdraw/w-cancel withdraw/cw,9,true,true
2,P02: <b, d, w, cw, dl, tl>,Edge Omitter,enter withdraw amount/w-confirm daily limit excess/dl,10,true,true
2,P02: <b, d, w, cw, dl, tl>,Edge Omitter,confirm daily limit excess/dl-enter withdraw amount/w,11,true,true
2,P02: <b, d, w, cw, dl, tl>,Edge Omitter,confirm daily limit excess/dl-cancel withdraw/cw,12,true,false
2,P02: <b, d, w, cw, dl, tl>,Edge Omitter,enter daily withdraw limit/dl-enter daily withdraw limit/dl,13,true,false
2,P02: <b, d, w, cw, dl, tl>,Edge Omitter,open account/b-select currency/b,14,true,true
2,P02: <b, d, w, cw, dl, tl>,Edge Omitter,select currency/b-TL/tl,15,true,true
2,P02: <b, d, w, cw, dl, tl>,Edge Omitter,TL/tl-confirm account openning/b,16,true,true
4,P04: <b, d, w, cd, tl>,Edge Omitter,select deposit/d-cancel deposit/cd,9,true,true
4,P04: <b, d, w, cd, tl>,Edge Omitter,open account/b-select currency/b,10,true,true
4,P04: <b, d, w, cd, tl>,Edge Omitter,select currency/b-TL/tl,11,true,true
4,P04: <b, d, w, cd, tl>,Edge Omitter,TL/tl-confirm account openning/b,12,true,true
5,P05: <b, d, w, cw, cd, tl>,Edge Omitter,select deposit/d-enter deposit amount/d,1,true,true
5,P05: <b, d, w, cw, cd, tl>,Edge Omitter,enter deposit amount/d-put money/d,2,true,true
5,P05: <b, d, w, cw, cd, tl>,Edge Omitter,get balance/b-select deposit/d,3,true,true
5,P05: <b, d, w, cw, cd, tl>,Edge Omitter,select withdraw/w-enter withdraw amount/w,4,true,true
5,P05: <b, d, w, cw, cd, tl>,Edge Omitter,enter withdraw amount/w-take money/w,5,true,true
5,P05: <b, d, w, cw, cd, tl>,Edge Omitter,get balance/b-select withdraw/w,6,true,false
5,P05: <b, d, w, cw, cd, tl>,Edge Omitter,take money/w-get balance/b,7,true,true
5,P05: <b, d, w, cw, cd, tl>,Edge Omitter,put money/d-get balance/b,8,true,true
5,P05: <b, d, w, cw, cd, tl>,Edge Omitter,select withdraw/w-cancel withdraw/cw,9,true,false
5,P05: <b, d, w, cw, cd, tl>,Edge Omitter,select deposit/d-cancel deposit/cd,10,true,true
5,P05: <b, d, w, cw, cd, tl>,Edge Omitter,open account/b-select currency/b,11,true,true
5,P05: <b, d, w, cw, cd, tl>,Edge Omitter,select currency/b-TL/tl,12,true,true
5,P05: <b, d, w, cw, cd, tl>,Edge Omitter,TL/tl-confirm account openning/b,13,true,true
6,P06: <b, d, w, cw, dl, cd, tl>,Edge Omitter,select deposit/d-enter deposit amount/d,1,true,true
6,P06: <b, d, w, cw, dl, cd, tl>,Edge Omitter,enter deposit amount/d-put money/d,2,true,true
6,P06: <b, d, w, cw, dl, cd, tl>,Edge Omitter,get balance/b-select deposit/d,3,true,true
6,P06: <b, d, w, cw, dl, cd, tl>,Edge Omitter,select withdraw/w-enter withdraw amount/w,4,true,true
6,P06: <b, d, w, cw, dl, cd, tl>,Edge Omitter,enter withdraw amount/w-take money/w,5,true,true
6,P06: <b, d, w, cw, dl, cd, tl>,Edge Omitter,get balance/b-select withdraw/w,6,true,false
6,P06: <b, d, w, cw, dl, cd, tl>,Edge Omitter,take money/w-get balance/b,7,true,true
6,P06: <b, d, w, cw, dl, cd, tl>,Edge Omitter,put money/d-get balance/b,8,true,true
6,P06: <b, d, w, cw, dl, cd, tl>,Edge Omitter,select withdraw/w-cancel withdraw/cw,9,true,true
6,P06: <b, d, w, cw, dl, cd, tl>,Edge Omitter,enter withdraw amount/w-confirm daily limit excess/dl,10,true,true
6,P06: <b, d, w, cw, dl, cd, tl>,Edge Omitter,confirm daily limit excess/dl-enter withdraw amount/w,11,true,true
6,P06: <b, d, w, cw, dl, cd, tl>,Edge Omitter,confirm daily limit excess/dl-cancel withdraw/cw,12,true,false
6,P06: <b, d, w, cw, dl, cd, tl>,Edge Omitter,enter daily withdraw limit/dl-enter daily withdraw limit/dl,13,true,false
6,P06: <b, d, w, cw, dl, cd, tl>,Edge Omitter,select deposit/d-cancel deposit/cd,14,true,true
6,P06: <b, d, w, cw, dl, cd, tl>,Edge Omitter,open account/b-select currency/b,15,true,true
6,P06: <b, d, w, cw, dl, cd, tl>,Edge Omitter,select currency/b-TL/tl,16,true,true
6,P06: <b, d, w, cw, dl, cd, tl>,Edge Omitter,TL/tl-confirm account openning/b,17,true,true
7,P07: <b, d, w, cw, dl, o, cd, tl>,Edge Omitter,select deposit/d-enter deposit amount/d,1,true,true
7,P07: <b, d, w, cw, dl, o, cd, tl>,Edge Omitter,enter deposit amount/d-put money/d,2,true,true
7,P07: <b, d, w, cw, dl, o, cd, tl>,Edge Omitter,get balance/b-select deposit/d,3,true,true
7,P07: <b, d, w, cw, dl, o, cd, tl>,Edge Omitter,select withdraw/w-enter withdraw amount/w,4,true,true
7,P07: <b, d, w, cw, dl, o, cd, tl>,Edge Omitter,enter withdraw amount/w-take money/w,5,true,true
7,P07: <b, d, w, cw, dl, o, cd, tl>,Edge Omitter,get balance/b-select withdraw/w,6,true,false
7,P07: <b, d, w, cw, dl, o, cd, tl>,Edge Omitter,take money/w-get balance/b,7,true,true
7,P07: <b, d, w, cw, dl, o, cd, tl>,Edge Omitter,put money/d-get balance/b,8,true,true
7,P07: <b, d, w, cw, dl, o, cd, tl>,Edge Omitter,select withdraw/w-cancel withdraw/cw,9,true,true
7,P07: <b, d, w, cw, dl, o, cd, tl>,Edge Omitter,enter withdraw amount/w-confirm daily limit excess/dl,10,true,true
7,P07: <b, d, w, cw, dl, o, cd, tl>,Edge Omitter,confirm daily limit excess/dl-enter withdraw amount/w,11,true,true
7,P07: <b, d, w, cw, dl, o, cd, tl>,Edge Omitter,confirm daily limit excess/dl-cancel withdraw/cw,12,true,false
7,P07: <b, d, w, cw, dl, o, cd, tl>,Edge Omitter,confirm daily limit excess/dl-confirm overdraft limit excess/o,13,true,true
7,P07: <b, d, w, cw, dl, o, cd, tl>,Edge Omitter,confirm overdraft limit excess/o-cancel withdraw/cw,14,true,true
7,P07: <b, d, w, cw, dl, o, cd, tl>,Edge Omitter,enter daily withdraw limit/dl-enter daily withdraw limit/dl,15,true,false
7,P07: <b, d, w, cw, dl, o, cd, tl>,Edge Omitter,enter overdraft limit/o-enter overdraft limit/o,16,true,false
7,P07: <b, d, w, cw, dl, o, cd, tl>,Edge Omitter,select deposit/d-cancel deposit/cd,17,true,true
7,P07: <b, d, w, cw, dl, o, cd, tl>,Edge Omitter,open account/b-select currency/b,18,true,true
7,P07: <b, d, w, cw, dl, o, cd, tl>,Edge Omitter,select currency/b-TL/tl,19,true,true
7,P07: <b, d, w, cw, dl, o, cd, tl>,Edge Omitter,TL/tl-confirm account openning/b,20,true,true
8,P08: <b, d, w, c, tl>,Edge Omitter,select deposit/d-enter deposit amount/d,1,true,true
8,P08: <b, d, w, c, tl>,Edge Omitter,enter deposit amount/d-put money/d,2,true,true
8,P08: <b, d, w, c, tl>,Edge Omitter,get balance/b-select deposit/d,3,true,true
8,P08: <b, d, w, c, tl>,Edge Omitter,select withdraw/w-enter withdraw amount/w,4,true,true
8,P08: <b, d, w, c, tl>,Edge Omitter,enter withdraw amount/w-take money/w,5,true,true
8,P08: <b, d, w, c, tl>,Edge Omitter,get balance/b-select withdraw/w,6,true,true
8,P08: <b, d, w, c, tl>,Edge Omitter,take money/w-get balance/b,7,true,true
8,P08: <b, d, w, c, tl>,Edge Omitter,put money/d-get balance/b,8,true,true
8,P08: <b, d, w, c, tl>,Edge Omitter,enter a credit amount/c-confirm credit approved/c,9,true,true
8,P08: <b, d, w, c, tl>,Edge Omitter,enter a credit amount/c-confirm credit disapproved/c,10,true,true
8,P08: <b, d, w, c, tl>,Edge Omitter,open account/b-select currency/b,11,true,true
8,P08: <b, d, w, c, tl>,Edge Omitter,select currency/b-TL/tl,12,true,true
8,P08: <b, d, w, c, tl>,Edge Omitter,TL/tl-confirm account openning/b,13,true,true
9,P09: <b, d, w, cw, c, tl>,Edge Omitter,select deposit/d-enter deposit amount/d,1,true,true
9,P09: <b, d, w, cw, c, tl>,Edge Omitter,enter deposit amount/d-put money/d,2,true,true
9,P09: <b, d, w, cw, c, tl>,Edge Omitter,get balance/b-select deposit/d,3,true,true
9,P09: <b, d, w, cw, c, tl>,Edge Omitter,select withdraw/w-enter withdraw amount/w,4,true,true
9,P09: <b, d, w, cw, c, tl>,Edge Omitter,enter withdraw amount/w-take money/w,5,true,true
9,P09: <b, d, w, cw, c, tl>,Edge Omitter,get balance/b-select withdraw/w,6,true,true
9,P09: <b, d, w, cw, c, tl>,Edge Omitter,take money/w-get balance/b,7,true,true
9,P09: <b, d, w, cw, c, tl>,Edge Omitter,put money/d-get balance/b,8,true,true
9,P09: <b, d, w, cw, c, tl>,Edge Omitter,select withdraw/w-cancel withdraw/cw,9,true,false
9,P09: <b, d, w, cw, c, tl>,Edge Omitter,enter a credit amount/c-confirm credit approved/c,10,true,true
9,P09: <b, d, w, cw, c, tl>,Edge Omitter,enter a credit amount/c-confirm credit disapproved/c,11,true,true
9,P09: <b, d, w, cw, c, tl>,Edge Omitter,open account/b-select currency/b,12,true,true
9,P09: <b, d, w, cw, c, tl>,Edge Omitter,select currency/b-TL/tl,13,true,true
9,P09: <b, d, w, cw, c, tl>,Edge Omitter,TL/tl-confirm account openning/b,14,true,true
10,P010: <b, d, w, cw, dl, c, tl>,Edge Omitter,select deposit/d-enter deposit amount/d,1,true,true
10,P010: <b, d, w, cw, dl, c, tl>,Edge Omitter,enter deposit amount/d-put money/d,2,true,true
10,P010: <b, d, w, cw, dl, c, tl>,Edge Omitter,get balance/b-select deposit/d,3,true,true
10,P010: <b, d, w, cw, dl, c, tl>,Edge Omitter,select withdraw/w-enter withdraw amount/w,4,true,true
10,P010: <b, d, w, cw, dl, c, tl>,Edge Omitter,enter withdraw amount/w-take money/w,5,true,true
10,P010: <b, d, w, cw, dl, c, tl>,Edge Omitter,get balance/b-select withdraw/w,6,true,true
10,P010: <b, d, w, cw, dl, c, tl>,Edge Omitter,take money/w-get balance/b,7,true,true
10,P010: <b, d, w, cw, dl, c, tl>,Edge Omitter,put money/d-get balance/b,8,true,true
10,P010: <b, d, w, cw, dl, c, tl>,Edge Omitter,select withdraw/w-cancel withdraw/cw,9,true,true
10,P010: <b, d, w, cw, dl, c, tl>,Edge Omitter,enter withdraw amount/w-confirm daily limit excess/dl,10,true,true
10,P010: <b, d, w, cw, dl, c, tl>,Edge Omitter,confirm daily limit excess/dl-enter withdraw amount/w,11,true,true
10,P010: <b, d, w, cw, dl, c, tl>,Edge Omitter,confirm daily limit excess/dl-cancel withdraw/cw,12,true,false
10,P010: <b, d, w, cw, dl, c, tl>,Edge Omitter,enter daily withdraw limit/dl-enter daily withdraw limit/dl,13,true,false
10,P010: <b, d, w, cw, dl, c, tl>,Edge Omitter,enter a credit amount/c-confirm credit approved/c,14,true,true
10,P010: <b, d, w, cw, dl, c, tl>,Edge Omitter,enter a credit amount/c-confirm credit disapproved/c,15,true,true
10,P010: <b, d, w, cw, dl, c, tl>,Edge Omitter,open account/b-select currency/b,16,true,true
10,P010: <b, d, w, cw, dl, c, tl>,Edge Omitter,select currency/b-TL/tl,17,true,true
10,P010: <b, d, w, cw, dl, c, tl>,Edge Omitter,TL/tl-confirm account openning/b,18,true,true
11,P11: <b, d, w, cw, dl, o, c, tl>,Edge Omitter,select deposit/d-enter deposit amount/d,1,true,true
11,P11: <b, d, w, cw, dl, o, c, tl>,Edge Omitter,enter deposit amount/d-put money/d,2,true,true
11,P11: <b, d, w, cw, dl, o, c, tl>,Edge Omitter,get balance/b-select deposit/d,3,true,true
11,P11: <b, d, w, cw, dl, o, c, tl>,Edge Omitter,select withdraw/w-enter withdraw amount/w,4,true,true
11,P11: <b, d, w, cw, dl, o, c, tl>,Edge Omitter,enter withdraw amount/w-take money/w,5,true,true
11,P11: <b, d, w, cw, dl, o, c, tl>,Edge Omitter,get balance/b-select withdraw/w,6,true,true
11,P11: <b, d, w, cw, dl, o, c, tl>,Edge Omitter,take money/w-get balance/b,7,true,true
11,P11: <b, d, w, cw, dl, o, c, tl>,Edge Omitter,put money/d-get balance/b,8,true,true
11,P11: <b, d, w, cw, dl, o, c, tl>,Edge Omitter,select withdraw/w-cancel withdraw/cw,9,true,true
11,P11: <b, d, w, cw, dl, o, c, tl>,Edge Omitter,enter withdraw amount/w-confirm daily limit excess/dl,10,true,true
11,P11: <b, d, w, cw, dl, o, c, tl>,Edge Omitter,confirm daily limit excess/dl-enter withdraw amount/w,11,true,true
11,P11: <b, d, w, cw, dl, o, c, tl>,Edge Omitter,confirm daily limit excess/dl-cancel withdraw/cw,12,true,false
11,P11: <b, d, w, cw, dl, o, c, tl>,Edge Omitter,confirm daily limit excess/dl-confirm overdraft limit excess/o,13,true,true
11,P11: <b, d, w, cw, dl, o, c, tl>,Edge Omitter,confirm overdraft limit excess/o-cancel withdraw/cw,14,true,true
11,P11: <b, d, w, cw, dl, o, c, tl>,Edge Omitter,enter daily withdraw limit/dl-enter daily withdraw limit/dl,15,true,false
11,P11: <b, d, w, cw, dl, o, c, tl>,Edge Omitter,enter overdraft limit/o-enter overdraft limit/o,16,true,false
11,P11: <b, d, w, cw, dl, o, c, tl>,Edge Omitter,enter a credit amount/c-confirm credit approved/c,17,true,true
11,P11: <b, d, w, cw, dl, o, c, tl>,Edge Omitter,enter a credit amount/c-confirm credit disapproved/c,18,true,true
11,P11: <b, d, w, cw, dl, o, c, tl>,Edge Omitter,open account/b-select currency/b,19,true,true
11,P11: <b, d, w, cw, dl, o, c, tl>,Edge Omitter,select currency/b-TL/tl,20,true,true
11,P11: <b, d, w, cw, dl, o, c, tl>,Edge Omitter,TL/tl-confirm account openning/b,21,true,true
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Edge Omitter,select deposit/d-enter deposit amount/d,1,true,true
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Edge Omitter,enter deposit amount/d-put money/d,2,true,true
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Edge Omitter,get balance/b-select deposit/d,3,true,true
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Edge Omitter,select withdraw/w-enter withdraw amount/w,4,true,true
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Edge Omitter,enter withdraw amount/w-take money/w,5,true,true
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Edge Omitter,get balance/b-select withdraw/w,6,true,false
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Edge Omitter,take money/w-get balance/b,7,true,true
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Edge Omitter,put money/d-get balance/b,8,true,true
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Edge Omitter,select withdraw/w-cancel withdraw/cw,9,true,true
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Edge Omitter,enter withdraw amount/w-confirm daily limit excess/dl,10,true,true
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Edge Omitter,confirm daily limit excess/dl-enter withdraw amount/w,11,true,true
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Edge Omitter,confirm daily limit excess/dl-cancel withdraw/cw,12,true,false
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Edge Omitter,confirm daily limit excess/dl-confirm overdraft limit excess/o,13,true,true
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Edge Omitter,confirm overdraft limit excess/o-cancel withdraw/cw,14,true,true
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Edge Omitter,enter daily withdraw limit/dl-enter daily withdraw limit/dl,15,true,false
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Edge Omitter,enter overdraft limit/o-enter overdraft limit/o,16,true,false
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Edge Omitter,select deposit/d-cancel deposit/cd,17,true,true
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Edge Omitter,enter a credit amount/c-confirm credit approved/c,18,true,true
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Edge Omitter,enter a credit amount/c-confirm credit disapproved/c,19,true,true
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Edge Omitter,open account/b-select currency/b,20,true,true
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Edge Omitter,select currency/b-TL/tl,21,true,true
12,P12: <b, d, w, cw, dl, o, cd, c, tl>,Edge Omitter,TL/tl-confirm account openning/b,22,true,true
13,P13: <b, d, w, cd, c, tl>,Edge Omitter,select deposit/d-enter deposit amount/d,1,true,true
13,P13: <b, d, w, cd, c, tl>,Edge Omitter,enter deposit amount/d-put money/d,2,true,true
13,P13: <b, d, w, cd, c, tl>,Edge Omitter,get balance/b-select deposit/d,3,true,true
13,P13: <b, d, w, cd, c, tl>,Edge Omitter,select withdraw/w-enter withdraw amount/w,4,true,true
13,P13: <b, d, w, cd, c, tl>,Edge Omitter,enter withdraw amount/w-take money/w,5,true,true
13,P13: <b, d, w, cd, c, tl>,Edge Omitter,get balance/b-select withdraw/w,6,true,false
13,P13: <b, d, w, cd, c, tl>,Edge Omitter,take money/w-get balance/b,7,true,false
13,P13: <b, d, w, cd, c, tl>,Edge Omitter,put money/d-get balance/b,8,true,true
13,P13: <b, d, w, cd, c, tl>,Edge Omitter,select deposit/d-cancel deposit/cd,9,true,true
13,P13: <b, d, w, cd, c, tl>,Edge Omitter,enter a credit amount/c-confirm credit approved/c,10,true,true
13,P13: <b, d, w, cd, c, tl>,Edge Omitter,enter a credit amount/c-confirm credit disapproved/c,11,true,true
13,P13: <b, d, w, cd, c, tl>,Edge Omitter,open account/b-select currency/b,12,true,true
13,P13: <b, d, w, cd, c, tl>,Edge Omitter,select currency/b-TL/tl,13,true,true
13,P13: <b, d, w, cd, c, tl>,Edge Omitter,TL/tl-confirm account openning/b,14,true,true
14,P14: <b, d, w, cw, cd, c, tl>,Edge Omitter,select deposit/d-enter deposit amount/d,1,true,true
14,P14: <b, d, w, cw, cd, c, tl>,Edge Omitter,enter deposit amount/d-put money/d,2,true,true
14,P14: <b, d, w, cw, cd, c, tl>,Edge Omitter,get balance/b-select deposit/d,3,true,true
14,P14: <b, d, w, cw, cd, c, tl>,Edge Omitter,select withdraw/w-enter withdraw amount/w,4,true,true
14,P14: <b, d, w, cw, cd, c, tl>,Edge Omitter,enter withdraw amount/w-take money/w,5,true,true
14,P14: <b, d, w, cw, cd, c, tl>,Edge Omitter,get balance/b-select withdraw/w,6,true,false
14,P14: <b, d, w, cw, cd, c, tl>,Edge Omitter,take money/w-get balance/b,7,true,true
14,P14: <b, d, w, cw, cd, c, tl>,Edge Omitter,put money/d-get balance/b,8,true,true
14,P14: <b, d, w, cw, cd, c, tl>,Edge Omitter,select withdraw/w-cancel withdraw/cw,9,true,false
14,P14: <b, d, w, cw, cd, c, tl>,Edge Omitter,select deposit/d-cancel deposit/cd,10,true,true
14,P14: <b, d, w, cw, cd, c, tl>,Edge Omitter,enter a credit amount/c-confirm credit approved/c,11,true,true
14,P14: <b, d, w, cw, cd, c, tl>,Edge Omitter,enter a credit amount/c-confirm credit disapproved/c,12,true,true
14,P14: <b, d, w, cw, cd, c, tl>,Edge Omitter,open account/b-select currency/b,13,true,true
14,P14: <b, d, w, cw, cd, c, tl>,Edge Omitter,select currency/b-TL/tl,14,true,true
14,P14: <b, d, w, cw, cd, c, tl>,Edge Omitter,TL/tl-confirm account openning/b,15,true,true
15,P15: <b, d, w, cw, dl, cd, c, tl>,Edge Omitter,select deposit/d-enter deposit amount/d,1,true,true
15,P15: <b, d, w, cw, dl, cd, c, tl>,Edge Omitter,enter deposit amount/d-put money/d,2,true,true
15,P15: <b, d, w, cw, dl, cd, c, tl>,Edge Omitter,get balance/b-select deposit/d,3,true,true
15,P15: <b, d, w, cw, dl, cd, c, tl>,Edge Omitter,select withdraw/w-enter withdraw amount/w,4,true,true
